"8.58333333333333,",173.96
"8.6,",179.7
"8.61666666666667,",178.7
"8.63333333333333,",181.75
"8.65,",178.82
"8.66666666666667,",159.86
"8.68333333333333,",148.54
"8.7,",133.81
"8.71666666666667,",111.37
"8.73333333333333,",85.28
"8.75,",66.89
"8.76666666666667,",60.61
"8.78333333333333,",63.17
"8.8,",70.53
"8.81666666666667,",71.26
"8.83333333333333,",70.18
"8.85,",67.2
"8.86666666666667,",65.03
"8.88333333333333,",60.75
"8.9,",55.95
"8.91666666666667,",54.29
"8.93333333333333,",53.38
"8.95,",52.35
"8.96666666666667,",51.03
"8.98333333333333,",51.08
"9,",52.56
"9.01666666666667,",51.88
"9.03333333333333,",49.88
"9.05,",47.82
"9.06666666666667,",46.67
"9.08333333333333,",46.39
"9.1,",45.19
"9.11666666666667,",46.95
"9.13333333333333,",49.46
"9.15,",47.07
"9.16666666666667,",46.21
"9.18333333333333,",45.19
"9.2,",43.64
"9.21666666666667,",42.79
"9.23333333333333,",41.99
"9.25,",41.07
"9.26666666666667,",42.21
"9.28333333333333,",45.35
"9.3,",48.88
"9.31666666666667,",53.5
"9.33333333333333,",58.96
"9.35,",65
"9.36666666666667,",67.57
"9.38333333333333,",63.41
"9.4,",60.16
"9.41666666666667,",62.03
"9.43333333333333,",63.63
"9.45,",69.55
"9.46666666666667,",84.88
"9.48333333333333,",107.83
"9.5,",142.22
"9.51666666666667,",198.55
"9.53333333333333,",304.12
"9.55,",446.88
"9.56666666666667,",426.98
"9.58333333333333,",264.36
"9.6,",181.77
"9.61666666666667,",164.87
"9.63333333333333,",150.92
"9.65,",140.05
"9.66666666666667,",126.11
"9.68333333333333,",115.42
"9.7,",112.06
"9.71666666666667,",110.98
"9.73333333333333,",109.67
"9.75,",107.05
"9.76666666666667,",100.5
"9.78333333333333,",93.27
"9.8,",89.75
"9.81666666666667,",79.72
"9.83333333333333,",66.17
"9.85,",66.17
"9.86666666666667,",88.5
"9.88333333333333,",139.17
"9.9,",207.05
"9.91666666666667,",224.73
"9.93333333333333,",214.04
"9.95,",193.73
"9.96666666666667,",172.91
"9.98333333333333,",172.41
"10,",177.19
"10.0166666666667,",174.91
"10.0333333333333,",175.89
"10.05,",183.41
"10.0666666666667,",205.65
"10.0833333333333,",228.23
"10.1,",237.69
"10.1166666666667,",232.64
"10.1333333333333,",236.57
"10.15,",235.04
"10.1666666666667,",220.72
"10.1833333333333,",204.4
"10.2,",190.01
"10.2166666666667,",175.57
"10.2333333333333,",160.04
"10.25,",150.94
"10.2666666666667,",152.26
"10.2833333333333,",161.61
"10.3,",165.27
"10.3166666666667,",163.12
"10.3333333333333,",163.59
"10.35,",172.04
"10.3666666666667,",180.37
"10.3833333333333,",181.58
"10.4,",179.82
"10.4166666666667,",178.3
"10.4333333333333,",178.71
"10.45,",180.21
"10.4666666666667,",182.79
"10.4833333333333,",185.76
"10.5,",188.11
"10.5166666666667,",187.5
"10.5333333333333,",184.33
"10.55,",184
"10.5666666666667,",190.74
"10.5833333333333,",197.2
"10.6,",191.63
"10.6166666666667,",168.89
"10.6333333333333,",144.78
"10.65,",137.49
"10.6666666666667,",143.21
"10.6833333333333,",169.13
"10.7,",199.44
"10.7166666666667,",213.55
"10.7333333333333,",202.22
"10.75,",177.58
"10.7666666666667,",151.97
"10.7833333333333,",134.74
"10.8,",128.99
"10.8166666666667,",138.71
"10.8333333333333,",169.05
"10.85,",235.24
"10.8666666666667,",266.27
"10.8833333333333,",229.08
"10.9,",221.68
"10.9166666666667,",285.37
"10.9333333333333,",351.42
"10.95,",370.06
"10.9666666666667,",420.86
"10.9833333333333,",494
"11,",497.96
"11.0166666666667,",517.21
"11.0333333333333,",513.3
"11.05,",539.05
"11.0666666666667,",772.03
"11.0833333333333,",567.6
"11.1,",679.6
"11.1166666666667,",826.97
"11.1333333333333,",837.31
"11.15,",529.85
"11.1666666666667,",423.63
"11.1833333333333,",509.62
"11.2,",706.12
"11.2166666666667,",605.35
"11.2333333333333,",948.86
"11.25,",1120.75
"11.2666666666667,",768.16
"11.2833333333333,",821.82
"11.3,",851.31
"11.3166666666667,",515.75
"11.3333333333333,",419.81
"11.35,",333.15
"11.3666666666667,",277.23
"11.3833333333333,",248.4
"11.4,",217.25
"11.4166666666667,",207.67
"11.4333333333333,",207.36
"11.45,",206.25
"11.4666666666667,",197.4
"11.4833333333333,",184.59
"11.5,",191.9
"11.5166666666667,",214.17
"11.5333333333333,",229.78
"11.55,",250.5
"11.5666666666667,",262.15
"11.5833333333333,",265.22
"11.6,",265.36
"11.6166666666667,",260.7
"11.6333333333333,",249.88
"11.65,",236.66
"11.6666666666667,",223.21
"11.6833333333333,",210.5
"11.7,",200.37
"11.7166666666667,",193.45
"11.7333333333333,",188.99
"11.75,",182.93
"11.7666666666667,",173.82
"11.7833333333333,",165.57
"11.8,",162.55
"11.8166666666667,",163.6
"11.8333333333333,",166.26
"11.85,",168.29
"11.8666666666667,",170.15
"11.8833333333333,",170.51
"11.9,",168.06
"11.9166666666667,",158.7
"11.9333333333333,",148.01
"11.95,",130.2
"11.9666666666667,",125.61
"11.9833333333333,",172
"12,",213.31
"12.0166666666667,",239.07
"12.0333333333333,",271.52
"12.05,",295.93
"12.0666666666667,",302.64
"12.0833333333333,",288.07
"12.1,",262
"12.1166666666667,",245.68
"12.1333333333333,",258.24
"12.15,",286.28
"12.1666666666667,",303.1
"12.1833333333333,",288.46
"12.2,",248.67
"12.2166666666667,",230.21
"12.2333333333333,",240.36
"12.25,",233.12
"12.2666666666667,",200.49
"12.2833333333333,",161.04
"12.3,",124.11
"12.3166666666667,",98.52
"12.3333333333333,",84.45
"12.35,",79.9
"12.3666666666667,",82.5
"12.3833333333333,",86.32
"12.4,",97.87
"12.4166666666667,",119.64
"12.4333333333333,",132.63
"12.45,",136.28
"12.4666666666667,",132.03
"12.4833333333333,",123.15
"12.5,",110.11
"12.5166666666667,",105.97
"12.5333333333333,",115.61
"12.55,",138.01
"12.5666666666667,",168.59
"12.5833333333333,",219.35
"12.6,",278.67
"12.6166666666667,",297.28
"12.6333333333333,",355.28
"12.65,",470.98
"12.6666666666667,",452.65
"12.6833333333333,",474.73
"12.7,",485.32
"12.7166666666667,",504.92
"12.7333333333333,",549.6
"12.75,",570.56
"12.7666666666667,",522.05
"12.7833333333333,",522.41
"12.8,",492.77
"12.8166666666667,",469.09
"12.8333333333333,",420.57
"12.85,",364.21
"12.8666666666667,",333.08
"12.8833333333333,",277.85
"12.9,",205.43
"12.9166666666667,",150.27
"12.9333333333333,",126.92
"12.95,",119.07
"12.9666666666667,",122.07
"12.9833333333333,",130.26
"13,",136.32
"13.0166666666667,",163.3
"13.0333333333333,",223.31
"13.05,",323.53
"13.0666666666667,",410.07
"13.0833333333333,",424.06
"13.1,",416.67
"13.1166666666667,",427.98
"13.1333333333333,",450.9
"13.15,",475.73
"13.1666666666667,",487.96
"13.1833333333333,",498.85
"13.2,",507.25
"13.2166666666667,",533.31
"13.2333333333333,",636.42
"13.25,",548.71
"13.2666666666667,",537.43
"13.2833333333333,",533.55
"13.3,",552.05
"13.3166666666667,",552.56
"13.3333333333333,",566.13
"13.35,",631.79
"13.3666666666667,",733.28
"13.3833333333333,",758.08
"13.4,",656.24
"13.4166666666667,",679.31
"13.4333333333333,",977.86
"13.45,",957.77
"13.4666666666667,",938.55
"13.4833333333333,",979.69
"13.5,",816.19
"13.5166666666667,",705.22
"13.5333333333333,",608.73
"13.55,",642.43
"13.5666666666667,",745.79
"13.5833333333333,",654.06
"13.6,",625.39
"13.6166666666667,",700.06
"13.6333333333333,",787.16
"13.65,",929.25
"13.6666666666667,",1097.76
"13.6833333333333,",895.39
"13.7,",606.47
"13.7166666666667,",569.86
"13.7333333333333,",630.63
"13.75,",426.74
"13.7666666666667,",406.71
"13.7833333333333,",398.98
"13.8,",384.39
"13.8166666666667,",379.7
"13.8333333333333,",394.38
"13.85,",378.04
"13.8666666666667,",482.31
"13.8833333333333,",466.24
"13.9,",426.42
"13.9166666666667,",378.22
"13.9333333333333,",365.86
"13.95,",371.94
"13.9666666666667,",466.3
"13.9833333333333,",832.54
"14,",1182.65
"14.0166666666667,",965.75
"14.0333333333333,",527.36
"14.05,",501.78
"14.0666666666667,",612.61
"14.0833333333333,",724.54
"14.1,",755.83
"14.1166666666667,",596.86
"14.1333333333333,",644.92
"14.15,",738.88
"14.1666666666667,",757.9
"14.1833333333333,",838.07
"14.2,",572.72
"14.2166666666667,",395.97
"14.2333333333333,",818.03
"14.25,",1079.26
"14.2666666666667,",979.57
"14.2833333333333,",296.03
"14.3,",280.07
"14.3166666666667,",489.74
"14.3333333333333,",722.2
"14.35,",723.9
"14.3666666666667,",615.02
"14.3833333333333,",440.5
"14.4,",919.07
"14.4166666666667,",1051.65
"14.4333333333333,",496.37
"14.45,",330.96
"14.4666666666667,",417.49
"14.4833333333333,",413.11
"14.5,",370.29
"14.5166666666667,",326.58
"14.5333333333333,",291
"14.55,",287.27
"14.5666666666667,",302.06
"14.5833333333333,",328.98
"14.6,",516.76
"14.6166666666667,",401.04
"14.6333333333333,",586.78
"14.65,",846.21
"14.6666666666667,",748.21
"14.6833333333333,",334.99
"14.7,",304.78
"14.7166666666667,",336.61
"14.7333333333333,",371.21
"14.75,",424
"14.7666666666667,",499.21
"14.7833333333333,",362.11
"14.8,",318.72
"14.8166666666667,",283.69
"14.8333333333333,",234.38
"14.85,",192.33
"14.8666666666667,",171.43
"14.8833333333333,",177.16
"14.9,",189.78
"14.9166666666667,",196.87
"14.9333333333333,",212.04
"14.95,",235.44
"14.9666666666667,",254.68
"14.9833333333333,",268.98
"15,",242.42
"15.0166666666667,",263.76
"15.0333333333333,",302.86
"15.05,",277.5
"15.0666666666667,",303.19
"15.0833333333333,",308.77
"15.1,",274.68
"15.1166666666667,",263.81
"15.1333333333333,",233.07
"15.15,",224.37
"15.1666666666667,",188.24
"15.1833333333333,",171.48
"15.2,",171.01
"15.2166666666667,",199.75
"15.2333333333333,",190.2
"15.25,",172.47
"15.2666666666667,",145.3
"15.2833333333333,",114.04
"15.3,",90.62
"15.3166666666667,",82.03
"15.3333333333333,",81.4
"15.35,",75.15
"15.3666666666667,",65.2
"15.3833333333333,",57.75
"15.4,",58.26
"15.4166666666667,",71.28
"15.4333333333333,",79.87
"15.45,",78.67
"15.4666666666667,",70.14
"15.4833333333333,",59.74
"15.5,",54.62
"15.5166666666667,",54.12
"15.5333333333333,",51.5
"15.55,",49.68
"15.5666666666667,",49.05
"15.5833333333333,",32.95
"15.6,",18.84
"15.6166666666667,",19.19
"15.6333333333333,",26.89
"15.65,",39.08
"15.6666666666667,",53.68
"15.6833333333333,",68.1
"15.7,",79.5
"15.7166666666667,",93.34
"15.7333333333333,",108.38
"15.75,",124.95
"15.7666666666667,",146.36
"15.7833333333333,",179.08
"15.8,",230.61
"15.8166666666667,",312.01
"15.8333333333333,",413.95
"15.85,",617.33
"15.8666666666667,",746.56
"15.8833333333333,",630.95
"15.9,",607.49
"15.9166666666667,",500.25
"15.9333333333333,",465.86
"15.95,",486.67
"15.9666666666667,",509.78
"15.9833333333333,",519.92
"16,",717.13
"16.0166666666667,",874.45
"16.0333333333333,",798.55
"16.05,",915.94
"16.0666666666667,",908.67
"16.0833333333333,",732.15
"16.1,",693.5
"16.1166666666667,",605.82
"16.1333333333333,",457.42
"16.15,",425
"16.1666666666667,",494.94
"16.1833333333333,",403.45
"16.2,",617.3
"16.2166666666667,",801.5
"16.2333333333333,",665.55
"16.25,",623.41
"16.2666666666667,",756.19
"16.2833333333333,",601.46
"16.3,",478.81
"16.3166666666667,",523.1
"16.3333333333333,",653.67
"16.35,",667.7
"16.3666666666667,",611.49
"16.3833333333333,",731.08
"16.4,",653.74
"16.4166666666667,",512.45
"16.4333333333333,",529.95
"16.45,",627.57
"16.4666666666667,",566.38
"16.4833333333333,",672.82
"16.5,",656.61
"16.5166666666667,",546.15
"16.5333333333333,",648
"16.55,",569.73
"16.5666666666667,",590.24
"16.5833333333333,",553.03
"16.6,",551.3
"16.6166666666667,",403.62
"16.6333333333333,",344.84
"16.65,",335.31
"16.6666666666667,",336.74
"16.6833333333333,",330.55
"16.7,",311.62
"16.7166666666667,",316.17
"16.7333333333333,",304.55
"16.75,",331.7
"16.7666666666667,",293.15
"16.7833333333333,",294.79
"16.8,",351.12
"16.8166666666667,",499.69
"16.8333333333333,",522.07
"16.85,",576.25
"16.8666666666667,",464.2
"16.8833333333333,",446.08
"16.9,",327.04
"16.9166666666667,",460.66
"16.9333333333333,",371.54
"16.95,",258.8
"16.9666666666667,",372.16
"16.9833333333333,",528.12
"17,",496.32
"17.0166666666667,",497.13
"17.0333333333333,",476.96
"17.05,",473.47
"17.0666666666667,",448.72
"17.0833333333333,",409.27
"17.1,",379.97
"17.1166666666667,",362.57
"17.1333333333333,",357.74
"17.15,",369.52
"17.1666666666667,",324.95
"17.1833333333333,",304.47
"17.2,",246.8
"17.2166666666667,",251.55
"17.2333333333333,",178.77
"17.25,",143.77
"17.2666666666667,",216.92
"17.2833333333333,",230.11
"17.3,",179.73
"17.3166666666667,",182.81
"17.3333333333333,",223.52
"17.35,",259.77
"17.3666666666667,",230.93
"17.3833333333333,",262.44
"17.4,",260.19
"17.4166666666667,",237.34
"17.4333333333333,",211.67
"17.45,",206.46
"17.4666666666667,",201.85
"17.4833333333333,",146.87
"17.5,",139.62
"17.5166666666667,",136.15
"17.5333333333333,",135.43
"17.55,",128.64
"17.5666666666667,",126.95
"17.5833333333333,",130.32
"17.6,",135.17
"17.6166666666667,",138.88
"17.6333333333333,",142.36
"17.65,",146.64
"17.6666666666667,",152.71
"17.6833333333333,",159.93
"17.7,",169.86
"17.7166666666667,",185.24
"17.7333333333333,",192.52
"17.75,",203.31
"17.7666666666667,",213.87
"17.7833333333333,",223.76
"17.8,",234.62
"17.8166666666667,",291.94
"17.8333333333333,",343.08
"17.85,",402.5
"17.8666666666667,",401.04
"17.8833333333333,",341.86
"17.9,",349.74
"17.9166666666667,",315.31
"17.9333333333333,",235.32
"17.95,",270.39
"17.9666666666667,",218.31
"17.9833333333333,",187.93
"18,",228.42
"18.0166666666667,",225.52
"18.0333333333333,",225.67
"18.05,",245.91
"18.0666666666667,",210.69
"18.0833333333333,",109.73
"18.1,",128.78
"18.1166666666667,",97.48
"18.1333333333333,",89.07
"18.15,",117.75
"18.1666666666667,",95.9
"18.1833333333333,",89.27
"18.2,",97.23
"18.2166666666667,",175.57
"18.2333333333333,",151.28
"18.25,",98.99
"18.2666666666667,",100.63
"18.2833333333333,",138.18
"18.3,",172.02
"18.3166666666667,",156.57
"18.3333333333333,",138.5
"18.35,",135.75
"18.3666666666667,",141.65
"18.3833333333333,",145.17
"18.4,",146.2
"18.4166666666667,",134.48
"18.4333333333333,",127.44
"18.45,",122.88
"18.4666666666667,",110.4
"18.4833333333333,",101.97
"18.5,",100.22
"18.5166666666667,",91.6
"18.5333333333333,",88.15
"18.55,",81.43
"18.5666666666667,",74.87
"18.5833333333333,",70.99
"18.6,",69.61
"18.6166666666667,",68.33
"18.6333333333333,",67.05
"18.65,",65.24
"18.6666666666667,",63.48
